31.95,7.95,1
31.15,7.30,1
30.45,6.65,1
29.70,6.00,1
28.90,5.55,1
28.05,5.00,1
27.20,4.55,1
26.35,4.15,1
25.40,3.85,1
24.60,3.60,1
23.60,3.30,1
22.75,3.15,1
21.85,3.05,1
20.90,3.00,1
20.00,2.90,1
19.10,3.00,1
18.20,3.20,1
17.30,3.25,1
16.55,3.50,1
15.70,3.70,1
14.85,4.10,1
14.15,4.40,1
13.40,4.75,1
12.70,5.20,1
12.05,5.65,1
11.45,6.15,1
10.90,6.65,1
10.30,7.25,1
9.70,7.85,1
9.35,8.35,1
8.90,9.05,1
8.55,9.65,1
8.15,10.35,1
7.95,10.95,1
7.75,11.70,1
7.55,12.35,1
7.45,13.00,1
7.35,13.75,1
7.30,14.35,1
7.35,14.95,1
7.35,15.75,1
7.55,16.35,1
7.70,16.95,1
7.80,17.55,1
8.05,18.15,1
8.30,18.75,1
8.65,19.30,1
8.90,19.85,1
9.30,20.30,1
9.65,20.80,1
10.20,21.25,1
10.60,21.65,1
11.10,22.15,1
11.55,22.45,1
11.95,22.70,1
12.55,23.00,1
13.05,23.20,1
13.45,23.40,1
14.00,23.55,1
14.55,23.60,1
15.10,23.75,1
15.70,23.75,1
16.15,23.85,1
16.70,23.80,1
17.15,23.75,1
17.75,23.75,1
18.20,23.60,1
18.65,23.50,1
19.10,23.35,1
19.60,23.15,1
20.00,22.95,1
20.40,22.70,1
20.70,22.55,1
21.00,22.15,1
21.45,21.95,1
21.75,21.55,1
22.00,21.25,1
22.25,21.00,1
22.50,20.70,1
22.65,20.35,1
22.75,20.05,1
22.90,19.65,1
23.00,19.35,1
23.10,19.00,1
23.15,18.65,1
23.20,18.25,1
23.20,18.05,1
23.20,17.80,1
23.10,17.45,1
23.05,17.15,1
22.90,16.90,1
22.85,16.60,1
22.70,16.40,1
22.60,16.20,1
22.55,16.05,1
22.40,15.95,1
22.35,15.80,1
22.20,15.65,1
22.15,15.55,1
22.00,15.40,1
21.90,15.30,1
21.85,15.25,1
21.75,15.15,1
21.65,15.05,1
21.55,15.00,1
21.50,14.90,1
19.35,31.65,2
20.35,31.45,2
21.35,31.10,2
22.25,30.90,2
23.20,30.45,2
23.95,30.05,2
24.90,29.65,2
25.60,29.05,2
26.35,28.50,2
27.15,27.90,2
27.75,27.35,2
28.30,26.60,2
28.95,25.85,2
29.50,25.15,2
29.95,24.45,2
30.40,23.70,2
30.60,22.90,2
30.90,22.10,2
31.25,21.30,2
31.35,20.55,2
31.50,19.70,2
31.55,18.90,2
